canonical_key,operator,line,render_kind,shape_class,session,built,display_line_ids,parts,drawn_km,drawn_stations,n02_km,semantic_km,audit_stations,n02_station_features,audit_edges,anchor_pass,anchor_warning,anchor_error,topology_status,topology_findings,builder_notes,skip_edges_dropped,not_drawn_reason,official_km,official_stations,source_url,verdict,review_notes
近畿日本鉄道␟奈良線,近畿日本鉄道,奈良線,private,ordinary_linear,40,yes,jp-近畿日本鉄道-奈良線,1,26.583,19,26.743,23.929,19,19,18,19,0,0,PASS,,,0,,,,,,
近畿日本鉄道␟山田線,近畿日本鉄道,山田線,private,disconnected,40,yes,jp-近畿日本鉄道-山田線,1,28.224,14,28.383,27.063,14,14,13,14,0,0,PASS,,,0,,,,,,
近畿日本鉄道␟御所線,近畿日本鉄道,御所線,private,ordinary_linear,41,yes,jp-近畿日本鉄道-御所線,1,5.322,4,5.496,4.969,4,4,3,4,0,0,PASS,,,0,,,,,,
近畿日本鉄道␟志摩線,近畿日本鉄道,志摩線,private,ordinary_linear,40,yes,jp-近畿日本鉄道-志摩線,1,24.62,16,24.71,23.423,16,16,15,16,0,0,PASS,,,0,,,,,,
近畿日本鉄道␟橿原線,近畿日本鉄道,橿原線,private,branch_rejoins,40,yes,jp-近畿日本鉄道-橿原線|jp-近畿日本鉄道-橿原線-2,2,25.533,19,25.924,23.833,17,17,17,19,0,0,PASS,,"trunk plus 1 branch(es) split from the graph (1 rejoining route(s)) | 1 interval(s) differ from the audited distance: [('新ノ口', '八木西口', 1.766, 2.115)]",0,,,,,,
近畿日本鉄道␟湯の山線,近畿日本鉄道,湯の山線,private,ordinary_linear,40,yes,jp-近畿日本鉄道-湯の山線,1,15.427,10,15.517,14.748,10,10,9,10,0,0,PASS,,,0,,,,,,
近畿日本鉄道␟生駒線,近畿日本鉄道,生駒線,private,ordinary_linear,41,yes,jp-近畿日本鉄道-生駒線,1,12.461,12,12.6,11.548,12,12,11,12,0,0,PASS,,,0,,,,,,
近畿日本鉄道␟生駒鋼索線,近畿日本鉄道,生駒鋼索線,funicular,ordinary_linear,63,yes,jp-近畿日本鉄道-生駒鋼索線,1,2.004,5,2.077,1.74,5,5,4,5,0,0,PASS,,,0,,,,,,
近畿日本鉄道␟田原本線,近畿日本鉄道,田原本線,private,ordinary_linear,41,yes,jp-近畿日本鉄道-田原本線,1,10.078,8,10.173,9.516,8,8,7,8,0,0,PASS,,,0,,,,,,
近畿日本鉄道␟西信貴鋼索線,近畿日本鉄道,西信貴鋼索線,funicular,ordinary_linear,63,yes,jp-近畿日本鉄道-西信貴鋼索線,1,1.27,2,1.377,1.16,2,2,1,2,0,0,PASS,,,0,,,,,,
近畿日本鉄道␟道明寺線,近畿日本鉄道,道明寺線,private,ordinary_linear,41,yes,jp-近畿日本鉄道-道明寺線,1,2.177,3,2.339,1.944,3,3,2,3,0,0,PASS,,,0,,,,,,
近畿日本鉄道␟鈴鹿線,近畿日本鉄道,鈴鹿線,private,ordinary_linear,41,yes,jp-近畿日本鉄道-鈴鹿線,1,8.152,5,8.265,7.803,5,5,4,5,0,0,PASS,,,0,,,,,,
近畿日本鉄道␟長野線,近畿日本鉄道,長野線,private,ordinary_linear,41,yes,jp-近畿日本鉄道-長野線,1,12.476,8,12.659,11.597,8,8,7,8,0,0,PASS,,,0,,,,,,
近畿日本鉄道␟難波線,近畿日本鉄道,難波線,private,ordinary_linear,41,yes,jp-近畿日本鉄道-難波線,1,1.869,3,2.056,1.586,3,3,2,3,0,0,PASS,,,0,,,,,,
近畿日本鉄道␟鳥羽線,近畿日本鉄道,鳥羽線,private,ordinary_linear,41,yes,jp-近畿日本鉄道-鳥羽線,1,13.199,5,13.289,12.713,5,5,4,5,0,0,PASS,,,0,,,,,,
道南いさりび鉄道␟道南いさりび鉄道線,道南いさりび鉄道,道南いさりび鉄道線,third_sector,ordinary_linear,55,yes,jp-道南いさりび鉄道-道南いさりび鉄道線,1,37.792,12,38.775,36.537,12,12,11,12,0,0,PASS,,,0,,,,,,
遠州鉄道␟鉄道線,遠州鉄道,鉄道線,private,ordinary_linear,51,yes,jp-遠州鉄道-鉄道線,1,17.879,18,17.955,16.537,18,18,17,18,0,0,PASS,,,0,,,,,,
野岩鉄道␟会津鬼怒川線,野岩鉄道,会津鬼怒川線,third_sector,ordinary_linear,56,yes,jp-野岩鉄道-会津鬼怒川線,1,30.829,9,30.921,30.193,9,9,8,9,0,0,PASS,,,0,,,,,,
銚子電気鉄道␟銚子電気鉄道線,銚子電気鉄道,銚子電気鉄道線,private,ordinary_linear,52,yes,jp-銚子電気鉄道-銚子電気鉄道線,1,6.486,10,6.643,5.705,10,10,9,10,0,0,PASS,,,0,,,,,,
錦川鉄道␟錦川清流線,錦川鉄道,錦川清流線,third_sector,ordinary_linear,56,yes,jp-錦川鉄道-錦川清流線,1,32.663,13,32.758,31.704,13,13,12,13,0,0,PASS,,,0,,,,,,
長崎電気軌道␟大浦支線,長崎電気軌道,大浦支線,tram,ordinary_linear,59,yes,jp-長崎電気軌道-大浦支線,1,1.142,5,1.189,0.944,5,5,4,5,0,0,PASS,,,0,,,,,,
長崎電気軌道␟本線,長崎電気軌道,本線,tram,branched_terminal,59,yes,jp-長崎電気軌道-本線,1,6.974,25,7.047,5.779,25,25,24,25,0,0,PASS,,,0,,,,,,
長崎電気軌道␟桜町支線,長崎電気軌道,桜町支線,tram,ordinary_linear,59,yes,jp-長崎電気軌道-桜町支線,1,0.913,3,0.964,0.837,3,3,2,3,0,0,PASS,,,0,,,,,,
長崎電気軌道␟蛍茶屋支線,長崎電気軌道,蛍茶屋支線,tram,branch_rejoins,59,yes,jp-長崎電気軌道-蛍茶屋支線,1,2.183,8,2.272,1.862,8,8,7,8,0,0,PASS,,,0,,,,,,
長崎電気軌道␟赤迫支線,長崎電気軌道,赤迫支線,tram,ordinary_linear,59,yes,jp-長崎電気軌道-赤迫支線,1,0.325,2,0.377,0.276,2,2,1,2,0,0,PASS,,,0,,,,,,
長良川鉄道␟越美南線,長良川鉄道,越美南線,third_sector,ordinary_linear,54,yes,jp-長良川鉄道-越美南線,1,72.121,38,72.311,68.871,38,38,37,38,0,0,PASS,,,0,,,,,,
長野電鉄␟長野線,長野電鉄,長野線,private,ordinary_linear,51,yes,jp-長野電鉄-長野線,1,33.085,24,33.282,31.265,24,24,23,24,0,0,PASS,,,0,,,,,,
関東鉄道␟常総線,関東鉄道,常総線,private,ordinary_linear,49,yes,jp-関東鉄道-常総線,1,51.305,25,51.397,48.697,25,25,24,25,0,0,PASS,,,0,,,,,,
関東鉄道␟竜ヶ崎線,関東鉄道,竜ヶ崎線,private,ordinary_linear,49,yes,jp-関東鉄道-竜ヶ崎線,1,4.429,3,4.504,4.283,3,3,2,3,0,0,PASS,,,0,,,,,,
阪堺電気軌道␟上町線,阪堺電気軌道,上町線,tram,ordinary_linear,61,yes,jp-阪堺電気軌道-上町線,1,4.305,10,4.365,3.915,10,10,9,10,0,0,PASS,,,0,,,,,,
阪堺電気軌道␟阪堺線,阪堺電気軌道,阪堺線,tram,ordinary_linear,61,yes,jp-阪堺電気軌道-阪堺線,1,14.012,31,14.071,12.34,31,32,30,31,0,0,PASS,,,0,,,,,,
阪急電鉄␟京都線,阪急電鉄,京都線,private,ordinary_linear,44,yes,jp-阪急電鉄-京都線,1,45.195,27,45.324,41.284,27,27,26,27,0,0,PASS,,,0,,,,,,
阪急電鉄␟今津線,阪急電鉄,今津線,private,branched_terminal,44,yes,jp-阪急電鉄-今津線|jp-阪急電鉄-今津線-2,2,8.423,10,9.907,8.405,10,11,9,10,0,0,PASS,,2 unconnected track group(s) under one station order — drawn as separate lines,0,,,,,,
阪急電鉄␟伊丹線,阪急電鉄,伊丹線,private,ordinary_linear,44,yes,jp-阪急電鉄-伊丹線,1,3.058,4,3.173,2.765,4,4,3,4,0,0,PASS,,,0,,,,,,
阪急電鉄␟千里線,阪急電鉄,千里線,private,ordinary_linear,44,yes,jp-阪急電鉄-千里線,1,13.539,11,13.752,12.059,11,11,10,11,0,0,PASS,,,0,,,,,,
阪急電鉄␟宝塚線,阪急電鉄,宝塚線,private,branched_terminal,44,yes,jp-阪急電鉄-宝塚線,1,24.41,19,24.694,21.433,19,19,18,19,0,0,PASS,,,0,,,,,,
阪急電鉄␟嵐山線,阪急電鉄,嵐山線,private,ordinary_linear,44,yes,jp-阪急電鉄-嵐山線,1,4.098,4,4.327,3.661,4,4,3,4,0,0,PASS,,,0,,,,,,
阪急電鉄␟甲陽線,阪急電鉄,甲陽線,private,ordinary_linear,44,yes,jp-阪急電鉄-甲陽線,1,2.118,3,2.223,1.943,3,3,2,3,0,0,PASS,,,0,,,,,,
阪急電鉄␟神戸線,阪急電鉄,神戸線,private,ordinary_linear,44,yes,jp-阪急電鉄-神戸線,1,32.156,16,32.665,29.758,16,17,15,16,0,0,PASS,,,0,,,,,,
阪急電鉄␟神戸高速線,阪急電鉄,神戸高速線,private,ordinary_linear,44,yes,jp-阪急電鉄-神戸高速線,1,2.895,4,3.001,2.644,4,4,3,4,0,0,PASS,,,0,,,,,,
阪急電鉄␟箕面線,阪急電鉄,箕面線,private,ordinary_linear,44,yes,jp-阪急電鉄-箕面線,1,3.879,4,4.015,3.511,4,4,3,4,0,0,PASS,,,0,,,,,,
阪神電気鉄道␟本線,阪神電気鉄道,本線,private,ordinary_linear,46,yes,jp-阪神電気鉄道-本線,1,32.039,33,32.163,28.496,33,33,32,33,0,0,PASS,,,0,,,,,,
阪神電気鉄道␟武庫川線,阪神電気鉄道,武庫川線,private,ordinary_linear,46,yes,jp-阪神電気鉄道-武庫川線,1,1.636,4,1.71,1.417,4,4,3,4,0,0,PASS,,,0,,,,,,
阪神電気鉄道␟神戸高速線,阪神電気鉄道,神戸高速線,private,ordinary_linear,46,yes,jp-阪神電気鉄道-神戸高速線,1,5.032,7,5.12,4.563,7,7,6,7,0,0,PASS,,,0,,,,,,
阪神電気鉄道␟阪神なんば線,阪神電気鉄道,阪神なんば線,private,ordinary_linear,46,yes,jp-阪神電気鉄道-阪神なんば線,1,10.206,11,10.329,8.958,11,12,10,11,0,0,PASS,,"1 interval(s) differ from the audited distance: [('九条', '西九条', 1.353, 1.133)]",0,,,,,,
阿佐海岸鉄道␟阿佐東線,阿佐海岸鉄道,阿佐東線,third_sector,ordinary_linear,57,yes,jp-阿佐海岸鉄道-阿佐東線,1,10.124,4,10.143,9.936,4,4,3,4,0,0,PASS,,,0,,,,,,
阿武隈急行␟阿武隈急行線,阿武隈急行,阿武隈急行線,third_sector,ordinary_linear,55,yes,jp-阿武隈急行-阿武隈急行線,1,55.081,24,56.175,52.998,24,24,23,24,0,0,PASS,,,0,,,,,,
青い森鉄道␟青い森鉄道線,青い森鉄道,青い森鉄道線,third_sector,ordinary_linear,54,yes,jp-青い森鉄道-青い森鉄道線,1,122.023,27,132.926,116.843,27,27,26,27,0,0,PASS,,,0,,,,,,
静岡鉄道␟静岡清水線,静岡鉄道,静岡清水線,private,ordinary_linear,52,yes,jp-静岡鉄道-静岡清水線,1,10.771,15,10.848,9.71,15,15,14,15,0,0,PASS,,,0,,,,,,
鞍馬寺␟鞍馬山鋼索鉄道,鞍馬寺,鞍馬山鋼索鉄道,funicular,ordinary_linear,65,yes,jp-鞍馬寺-鞍馬山鋼索鉄道,1,0.21,2,0.25,0.17,2,2,1,2,0,0,PASS,,,0,,,,,,
養老鉄道␟養老線,養老鉄道,養老線,private,branched_terminal,50,yes,jp-養老鉄道-養老線|jp-養老鉄道-養老線-2,2,58.811,29,56.948,54.489,27,27,27,29,0,0,PASS,,trunk plus 1 branch(es) split from the graph (1 rejoining route(s)),0,,,,,,
首都圏新都市鉄道␟常磐新線,首都圏新都市鉄道,常磐新線,third_sector,branched_terminal,55,yes,jp-首都圏新都市鉄道-常磐新線,1,58.306,20,58.583,55.218,20,20,19,20,0,0,PASS,,,0,,,,,,
高尾登山電鉄␟高尾鋼索線,高尾登山電鉄,高尾鋼索線,funicular,ordinary_linear,65,yes,jp-高尾登山電鉄-高尾鋼索線,1,0.962,2,1.009,0.912,2,2,1,2,0,0,PASS,,,0,,,,,,
高松琴平電気鉄道␟志度線,高松琴平電気鉄道,志度線,private,ordinary_linear,48,yes,jp-高松琴平電気鉄道-志度線,1,12.391,16,12.46,11.276,16,16,15,16,0,0,PASS,,,0,,,,,,
高松琴平電気鉄道␟琴平線,高松琴平電気鉄道,琴平線,private,ordinary_linear,48,yes,jp-高松琴平電気鉄道-琴平線,1,32.894,23,32.968,31.164,23,23,22,23,0,0,PASS,,,0,,,,,,
高松琴平電気鉄道␟長尾線,高松琴平電気鉄道,長尾線,private,ordinary_linear,48,yes,jp-高松琴平電気鉄道-長尾線,1,14.585,16,14.691,13.493,16,16,15,16,0,0,PASS,,,0,,,,,,
鹿児島市␟唐湊線,鹿児島市,唐湊線,tram,ordinary_linear,60,yes,jp-鹿児島市-唐湊線,1,2.803,10,2.842,2.406,10,10,9,10,0,0,PASS,,,0,,,,,,
鹿児島市␟第一期線,鹿児島市,第一期線,tram,ordinary_linear,60,yes,jp-鹿児島市-第一期線,1,3.274,11,3.305,2.772,11,11,10,11,0,0,PASS,,,0,,,,,,
鹿児島市␟第二期線,鹿児島市,第二期線,tram,ordinary_linear,60,yes,jp-鹿児島市-第二期線,1,0.817,4,0.849,0.691,4,4,3,4,0,0,PASS,,,0,,,,,,
鹿児島市␟谷山線,鹿児島市,谷山線,tram,branched_terminal,60,yes,jp-鹿児島市-谷山線,1,6.332,14,6.44,5.727,14,14,13,14,0,0,PASS,,,0,,,,,,
鹿島臨海鉄道␟大洗鹿島線,鹿島臨海鉄道,大洗鹿島線,third_sector,ordinary_linear,55,yes,jp-鹿島臨海鉄道-大洗鹿島線,1,52.952,15,53.133,51.221,15,15,14,15,0,0,PASS,,,0,,,,,,
黒部峡谷鉄道␟本線,黒部峡谷鉄道,本線,private,ordinary_linear,51,yes,jp-黒部峡谷鉄道-本線,1,19.292,10,19.36,18.675,10,10,9,10,0,0,PASS,,,0,,,,,,
