철도운영기관명,선명,역명,역구성순서,구간키로,기점키로
부산교통공사,4호선,미남,1,1.1,0
부산교통공사,4호선,동래,2,0.7,1.1
부산교통공사,4호선,수안,3,0.7,1.7
부산교통공사,4호선,낙민,4,0.7,2.4
부산교통공사,4호선,충렬사(안락),5,0.7,3.1
부산교통공사,4호선,명장,6,1,3.8
부산교통공사,4호선,서동,7,0.8,4.9
부산교통공사,4호선,금사,8,0.9,5.7
부산교통공사,4호선,반여농산물시장,9,1.2,6.5
부산교통공사,4호선,석대,10,1.4,7.7
부산교통공사,4호선,영산대(아랫반송),11,1.1,9
부산교통공사,4호선,윗반송,12,0.8,10.2
부산교통공사,4호선,고촌,13,1.1,10.9
부산교통공사,4호선,안평(고촌주택단지),14,0,12
