철도운영기관명,선명,역명,역구성순서,구간키로,기점키로
부산교통공사,3호선,수영,1,1,0
부산교통공사,3호선,망미(병무청),2,1.2,1
부산교통공사,3호선,배산,3,1.1,2.2
부산교통공사,3호선,물만골,4,1.1,3.3
부산교통공사,3호선,연산,5,0.7,4.4
부산교통공사,3호선,거제(법원.검찰청),6,0.7,5.1
부산교통공사,3호선,종합운동장,7,0.8,5.8
부산교통공사,3호선,사직,8,0.8,6.6
부산교통공사,3호선,미남,9,3.3,7.4
부산교통공사,3호선,만덕,10,1.2,10.7
부산교통공사,3호선,남산정(부산폴리텍대학),11,1,11.9
부산교통공사,3호선,숙등(부민병원),12,0.7,12.9
부산교통공사,3호선,덕천(부산과기대),13,1.1,13.6
부산교통공사,3호선,구포,14,1.6,14.6
부산교통공사,3호선,강서구청,15,1.2,16.2
부산교통공사,3호선,체육공원,16,0.8,17.3
부산교통공사,3호선,대저,17,0,18.1
